secret,turns,path
cheat,3,salet(_y_yg) -> recap(_yyg_) -> cheat(ggggg)
check,4,salet(___y_) -> drone(____y) -> beefy(__g__) -> check(ggggg)
cheek,3,salet(___g_) -> rownd(_____) -> cheek(ggggg)
cheer,4,salet(___g_) -> rownd(y____) -> pubic(____y) -> cheer(ggggg)
chess,3,salet(y__y_) -> rhone(_g__y) -> chess(ggggg)
chest,3,salet(y__yg) -> quich(___yy) -> chest(ggggg)
chick,4,salet(_____) -> courd(g____) -> civic(gy__y) -> chick(ggggg)
chide,4,salet(___y_) -> drone(y___g) -> whift(_gg__) -> chide(ggggg)
chief,4,salet(___g_) -> rownd(_____) -> cheek(gg_g_) -> chief(ggggg)
child,3,salet(__y__) -> courd(g___g) -> child(ggggg)
chili,4,salet(__y__) -> courd(g____) -> knoll(___g_) -> chili(ggggg)
chill,4,salet(__y__) -> courd(g____) -> knoll(___gg) -> chill(ggggg)
chime,4,salet(___y_) -> drone(____g) -> coqui(g___y) -> chime(ggggg)
china,4,salet(_y___) -> brond(___g_) -> aping(y_gg_) -> china(ggggg)
chirp,3,salet(_____) -> courd(g__g_) -> chirp(ggggg)
chock,3,salet(_____) -> courd(gy___) -> chock(ggggg)
choir,4,salet(_____) -> courd(gy_y_) -> scion(_yyy_) -> choir(ggggg)
choke,4,salet(___y_) -> drone(__g_g) -> stick(___yy) -> choke(ggggg)
chord,3,salet(_____) -> courd(gy_gg) -> chord(ggggg)
chore,3,salet(___y_) -> drone(_yg_g) -> chore(ggggg)
chose,3,salet(y__y_) -> rhone(_gg_g) -> chose(ggggg)
chuck,3,salet(_____) -> courd(g_g__) -> chuck(ggggg)
chump,4,salet(_____) -> courd(g_g__) -> chuck(ggg__) -> chump(ggggg)
chunk,4,salet(_____) -> courd(g_g__) -> chuck(ggg_g) -> chunk(ggggg)
churn,3,salet(_____) -> courd(g_gg_) -> churn(ggggg)
chute,3,salet(___yy) -> trite(___gg) -> chute(ggggg)
cider,4,salet(___g_) -> rownd(y___y) -> drier(y_ygg) -> cider(ggggg)
cigar,4,salet(_y___) -> brond(_y___) -> chair(g_yyg) -> cigar(ggggg)
cinch,4,salet(_____) -> courd(g____) -> civic(gg__y) -> cinch(ggggg)
circa,4,salet(_y___) -> brond(_y___) -> chair(g_yyy) -> circa(ggggg)
civic,3,salet(_____) -> courd(g____) -> civic(ggggg)
civil,4,salet(__y__) -> courd(g____) -> knoll(____g) -> civil(ggggg)
clack,4,salet(_yy__) -> corni(g____) -> clamp(ggg__) -> clack(ggggg)
claim,3,salet(_yy__) -> corni(g___y) -> claim(ggggg)
clamp,3,salet(_yy__) -> corni(g____) -> clamp(ggggg)
clang,3,salet(_yy__) -> corni(g__g_) -> clang(ggggg)
clank,4,salet(_yy__) -> corni(g__g_) -> clang(gggg_) -> clank(ggggg)
clash,3,salet(yyy__) -> hucks(y_y_y) -> clash(ggggg)
clasp,3,salet(yyy__) -> hucks(__y_y) -> clasp(ggggg)
class,3,salet(yyy__) -> hucks(__y_g) -> class(ggggg)
clean,4,salet(_yyy_) -> gnarl(_yy_y) -> alone(yg_yy) -> clean(ggggg)
clear,3,salet(_yyy_) -> gnarl(__yyy) -> clear(ggggg)
cleat,3,salet(_yyyg) -> recap(_yyg_) -> cleat(ggggg)
cleft,3,salet(__yyg) -> douce(___yy) -> cleft(ggggg)
clerk,4,salet(__yy_) -> doing(_____) -> clump(gg___) -> clerk(ggggg)
click,4,salet(__y__) -> courd(g____) -> knoll(y__y_) -> click(ggggg)
cliff,4,salet(__y__) -> courd(g____) -> knoll(___y_) -> cliff(ggggg)
climb,5,salet(__y__) -> courd(g____) -> knoll(___y_) -> cliff(ggg__) -> climb(ggggg)
cling,4,salet(__y__) -> courd(g____) -> knoll(_y_y_) -> cling(ggggg)
clink,4,salet(__y__) -> courd(g____) -> knoll(yy_y_) -> clink(ggggg)
cloak,3,salet(_yy__) -> corni(gy___) -> cloak(ggggg)
clock,4,salet(__y__) -> courd(gy___) -> clown(ggg__) -> clock(ggggg)
clone,3,salet(__yy_) -> doing(_y_g_) -> clone(ggggg)
close,3,salet(y_yy_) -> mofos(_y__y) -> close(ggggg)
cloth,3,salet(__y_y) -> troll(y_gy_) -> cloth(ggggg)
cloud,3,salet(__y__) -> courd(gyy_g) -> cloud(ggggg)
clout,3,salet(__y_g) -> flung(_gy__) -> clout(ggggg)
clove,4,salet(__yy_) -> doing(_y___) -> elbow(yg_y_) -> clove(ggggg)
clown,3,salet(__y__) -> courd(gy___) -> clown(ggggg)
cluck,4,salet(__y__) -> courd(g_g__) -> gumps(_y___) -> cluck(ggggg)
clued,4,salet(__yg_) -> bevor(_y___) -> chink(g____) -> clued(ggggg)
clump,4,salet(__y__) -> courd(g_g__) -> gumps(_yyy_) -> clump(ggggg)
clung,4,salet(__y__) -> courd(g_g__) -> gumps(yy___) -> clung(ggggg)
coach,3,salet(_y___) -> brond(__y__) -> coach(ggggg)
coast,3,salet(yy__g) -> acerb(yy___) -> coast(ggggg)
cobra,4,salet(_y___) -> brond(yyy__) -> abhor(yy_yy) -> cobra(ggggg)
cocoa,4,salet(_y___) -> brond(__y__) -> coach(ggyy_) -> cocoa(ggggg)
colon,4,salet(__g__) -> fugly(___y_) -> color(gggg_) -> colon(ggggg)
color,3,salet(__g__) -> fugly(___y_) -> color(ggggg)
comet,3,salet(___gg) -> cerne(gy___) -> comet(ggggg)
comfy,4,salet(_____) -> courd(gg___) -> comic(ggg__) -> comfy(ggggg)
comic,3,salet(_____) -> courd(gg___) -> comic(ggggg)
comma,4,salet(_y___) -> brond(__y__) -> coach(ggy__) -> comma(ggggg)
conch,4,salet(_____) -> courd(gg___) -> comic(gg__y) -> conch(ggggg)
condo,3,salet(_____) -> courd(gg__y) -> condo(ggggg)
conic,4,salet(_____) -> courd(gg___) -> comic(gg_gg) -> conic(ggggg)
copse,4,salet(y__y_) -> rhone(__y_g) -> poise(yg_gg) -> copse(ggggg)
coral,3,salet(_yy__) -> corni(ggg__) -> coral(ggggg)
corer,4,salet(___g_) -> rownd(yg___) -> chevy(g_y__) -> corer(ggggg)
corny,3,salet(_____) -> courd(gg_y_) -> corny(ggggg)
couch,4,salet(_____) -> courd(ggg__) -> cough(ggg_g) -> couch(ggggg)
cough,3,salet(_____) -> courd(ggg__) -> cough(ggggg)
could,3,salet(__y__) -> courd(ggg_g) -> could(ggggg)
count,3,salet(____g) -> groin(__y_y) -> count(ggggg)
coupe,4,salet(___y_) -> drone(__y_g) -> vogue(_g_yg) -> coupe(ggggg)
court,3,salet(____g) -> groin(_yy__) -> court(ggggg)
coven,4,salet(___g_) -> rownd(_g_y_) -> charm(g____) -> coven(ggggg)
cover,4,salet(___g_) -> rownd(yg___) -> chevy(g_yy_) -> cover(ggggg)
covet,4,salet(___gg) -> cerne(gy___) -> comet(gg_gg) -> covet(ggggg)
covey,4,salet(___g_) -> rownd(_g___) -> gooey(_g_gg) -> covey(ggggg)
cower,4,salet(___g_) -> rownd(ygg__) -> gumps(_____) -> cower(ggggg)
coyly,3,salet(__y__) -> courd(gg___) -> coyly(ggggg)
crack,4,salet(_y___) -> brond(_g___) -> cymas(g__y_) -> crack(ggggg)
craft,3,salet(_y__g) -> courd(g__y_) -> craft(ggggg)
cramp,4,salet(_y___) -> brond(_g___) -> cymas(g_yy_) -> cramp(ggggg)
crane,4,salet(_y_y_) -> beard(_ygy_) -> cezve(g___g) -> crane(ggggg)
crank,4,salet(_y___) -> brond(_g_g_) -> crept(gg___) -> crank(ggggg)
crash,3,salet(yy___) -> crags(ggg_y) -> crash(ggggg)
crass,3,salet(yy___) -> crags(ggg_g) -> crass(ggggg)
crate,4,salet(_y_yy) -> grate(_gggg) -> irate(_gggg) -> crate(ggggg)
crave,4,salet(_y_y_) -> beard(_ygy_) -> cezve(g__gg) -> crave(ggggg)
crawl,3,salet(_yy__) -> corni(g_y__) -> crawl(ggggg)
craze,4,salet(_y_y_) -> beard(_ygy_) -> cezve(g_y_g) -> craze(ggggg)
crazy,4,salet(_y___) -> brond(_g___) -> cymas(gy_y_) -> crazy(ggggg)
creak,4,salet(_y_y_) -> beard(_yyy_) -> fucks(__yy_) -> creak(ggggg)
cream,4,salet(_y_y_) -> beard(_yyy_) -> fucks(__y__) -> cream(ggggg)
credo,3,salet(___y_) -> drone(ygy_y) -> credo(ggggg)
creed,4,salet(___g_) -> rownd(y___g) -> calif(g____) -> creed(ggggg)
creek,5,salet(___g_) -> rownd(y____) -> pubic(____y) -> cheer(g_ggy) -> creek(ggggg)
creep,4,salet(___g_) -> rownd(y____) -> pubic(y___y) -> creep(ggggg)
creme,4,salet(___y_) -> drone(_g__g) -> campi(g_y__) -> creme(ggggg)
crepe,4,salet(___y_) -> drone(_g__g) -> campi(g__g_) -> crepe(ggggg)
crept,3,salet(___yg) -> runic(y___y) -> crept(ggggg)
cress,4,salet(y__y_) -> rhone(y___y) -> douce(___yy) -> cress(ggggg)
crest,3,salet(y__yg) -> quich(___y_) -> crest(ggggg)
crick,3,salet(_____) -> courd(g__y_) -> crick(ggggg)
cried,4,salet(___g_) -> rownd(y___g) -> calif(g__y_) -> cried(ggggg)
crier,4,salet(___g_) -> rownd(y____) -> pubic(___yy) -> crier(ggggg)
crime,4,salet(___y_) -> drone(_g__g) -> campi(g_y_y) -> crime(ggggg)
crimp,4,salet(_____) -> courd(g__y_) -> crick(ggg__) -> crimp(ggggg)
crisp,3,salet(y____) -> mucho(__y__) -> crisp(ggggg)
croak,3,salet(_y___) -> brond(_gg__) -> croak(ggggg)
crock,4,salet(_____) -> courd(gy_y_) -> scion(_y_y_) -> crock(ggggg)
crone,4,salet(___y_) -> drone(_gggg) -> prone(_gggg) -> crone(ggggg)
crony,4,salet(_____) -> courd(gy_y_) -> scion(_y_yy) -> crony(ggggg)
crook,4,salet(_____) -> courd(gy_y_) -> scion(_y_g_) -> crook(ggggg)
cross,3,salet(y____) -> mucho(__y_y) -> cross(ggggg)
croup,3,salet(_____) -> courd(gyyy_) -> croup(ggggg)
crowd,3,salet(_____) -> courd(gy_yg) -> crowd(ggggg)
crown,4,salet(_____) -> courd(gy_y_) -> scion(_y_yg) -> crown(ggggg)
crude,4,salet(___y_) -> drone(yg__g) -> prude(_gggg) -> crude(ggggg)
cruel,3,salet(__yg_) -> bevor(_y__y) -> cruel(ggggg)
crumb,4,salet(_____) -> courd(g_gy_) -> crump(gggg_) -> crumb(ggggg)
crump,3,salet(_____) -> courd(g_gy_) -> crump(ggggg)
crush,3,salet(y____) -> mucho(_yyy_) -> crush(ggggg)
crust,3,salet(y___g) -> moria(__y__) -> crust(ggggg)
crypt,3,salet(____g) -> groin(_g___) -> crypt(ggggg)
cubic,3,salet(_____) -> courd(g_y__) -> cubic(ggggg)
cumin,4,salet(_____) -> courd(g_y__) -> cubic(gg_g_) -> cumin(ggggg)
curio,4,salet(_____) -> courd(gyyy_) -> croup(gyyy_) -> curio(ggggg)
curly,3,salet(__y__) -> courd(g_yy_) -> curly(ggggg)
curry,3,salet(_____) -> courd(g_yg_) -> curry(ggggg)
curse,3,salet(y__y_) -> rhone(y___g) -> curse(ggggg)
curve,4,salet(___y_) -> drone(_y__g) -> rieve(y__gg) -> curve(ggggg)
curvy,3,salet(_____) -> courd(g_yy_) -> curvy(ggggg)
cutie,4,salet(___yy) -> trite(y_y_g) -> untie(y_ggg) -> cutie(ggggg)
cyber,4,salet(___g_) -> rownd(y____) -> pubic(__g_y) -> cyber(ggggg)
cycle,4,salet(__yy_) -> doing(_____) -> clump(gy___) -> cycle(ggggg)
cynic,4,salet(_____) -> courd(g____) -> civic(g__gg) -> cynic(ggggg)
daddy,4,salet(_g___) -> corny(____g) -> pudgy(__g_g) -> daddy(ggggg)
daily,3,salet(_gy__) -> bingy(_y__g) -> daily(ggggg)
dairy,4,salet(_g___) -> corny(__y_g) -> fraud(_yy_y) -> dairy(ggggg)
daisy,3,salet(yg___) -> ramin(_g_y_) -> daisy(ggggg)
dally,3,salet(_gg__) -> rally(_gggg) -> dally(ggggg)
dance,3,salet(_g_y_) -> crumb(y____) -> dance(ggggg)
dandy,4,salet(_g___) -> corny(___yg) -> handy(_gggg) -> dandy(ggggg)
datum,3,salet(_g__y) -> pubco(_y___) -> datum(ggggg)
daunt,4,salet(_g__g) -> thing(y__g_) -> dives(g____) -> daunt(ggggg)
dealt,4,salet(_yyyg) -> recap(_g_y_) -> leant(ygg_g) -> dealt(ggggg)
death,4,salet(_y_yy) -> grate(__ggy) -> heath(_gggg) -> death(ggggg)
debar,3,salet(_y_y_) -> beard(ygyyy) -> debar(ggggg)
debit,3,salet(___yg) -> runic(___g_) -> debit(ggggg)
debug,3,salet(___y_) -> drone(g___y) -> debug(ggggg)
debut,3,salet(___yg) -> runic(_y___) -> debut(ggggg)
decal,4,salet(_yyy_) -> gnarl(__y_g) -> medal(_gygg) -> decal(ggggg)
decay,3,salet(_y_y_) -> beard(_gy_y) -> decay(ggggg)
decor,3,salet(___y_) -> drone(gyy_y) -> decor(ggggg)
decoy,3,salet(___y_) -> drone(g_y_y) -> decoy(ggggg)
decry,4,salet(___y_) -> drone(gy__y) -> derby(ggy_g) -> decry(ggggg)
defer,4,salet(___g_) -> rownd(y___y) -> drier(g__gg) -> defer(ggggg)
deign,3,salet(___y_) -> drone(g__yy) -> deign(ggggg)
deity,3,salet(___yy) -> trite(__ggy) -> deity(ggggg)
delay,3,salet(_ygy_) -> relay(_gggg) -> delay(ggggg)
delta,2,salet(_ygyy) -> delta(ggggg)
delve,4,salet(__gy_) -> himbo(_____) -> jelly(_gg__) -> delve(ggggg)
demon,3,salet(___y_) -> drone(g_yyy) -> demon(ggggg)
demur,4,salet(___y_) -> drone(gy__y) -> derby(ggy__) -> demur(ggggg)
denim,4,salet(___y_) -> drone(g__yy) -> deign(ggy_y) -> denim(ggggg)
dense,3,salet(y__y_) -> rhone(___yg) -> dense(ggggg)
depot,4,salet(___yg) -> runic(_____) -> theft(__y_g) -> depot(ggggg)
depth,3,salet(___yy) -> trite(___gy) -> depth(ggggg)
derby,3,salet(___y_) -> drone(gy__y) -> derby(ggggg)
deter,4,salet(___gy) -> mohur(____g) -> inter(__ggg) -> deter(ggggg)
detox,4,salet(___yy) -> trite(y___y) -> fetch(_gg__) -> detox(ggggg)
deuce,3,salet(___y_) -> drone(g___g) -> deuce(ggggg)
devil,3,salet(__yy_) -> doing(g_y__) -> devil(ggggg)
diary,3,salet(_y___) -> brond(_y__y) -> diary(ggggg)
dicey,3,salet(___g_) -> rownd(____y) -> dicey(ggggg)
digit,3,salet(____g) -> groin(y__g_) -> digit(ggggg)
dilly,4,salet(__g__) -> fugly(___gg) -> bodhi(__y_y) -> dilly(ggggg)
dimly,4,salet(__y__) -> courd(____y) -> idyll(yyyg_) -> dimly(ggggg)
diner,4,salet(___g_) -> rownd(y__yy) -> under(_yygg) -> diner(ggggg)
dingo,4,salet(_____) -> courd(_y__y) -> widow(_gyy_) -> dingo(ggggg)
dingy,4,salet(_____) -> courd(____y) -> giddy(ygy_g) -> dingy(ggggg)
diode,3,salet(___y_) -> drone(g_g_g) -> diode(ggggg)
dirge,3,salet(___y_) -> drone(gy__g) -> dirge(ggggg)
dirty,3,salet(____y) -> north(__gg_) -> dirty(ggggg)
disco,3,salet(y____) -> mucho(__y_g) -> disco(ggggg)
ditch,4,salet(____y) -> north(___yg) -> hiked(yg__y) -> ditch(ggggg)
ditto,3,salet(____y) -> north(_y_g_) -> ditto(ggggg)
ditty,4,salet(____y) -> north(___g_) -> biked(_g__y) -> ditty(ggggg)
diver,4,salet(___g_) -> rownd(y___y) -> drier(g_ygg) -> diver(ggggg)
dizzy,4,salet(_____) -> courd(____y) -> giddy(_gy_g) -> dizzy(ggggg)
dodge,3,salet(___y_) -> drone(g_y_g) -> dodge(ggggg)
dodgy,4,salet(_____) -> courd(_g__y) -> dowdy(gg_yg) -> dodgy(ggggg)
dogma,3,salet(_y___) -> brond(__y_y) -> dogma(ggggg)
doing,4,salet(_____) -> courd(_g__y) -> dowdy(gg___) -> doing(ggggg)
dolly,4,salet(__g__) -> fugly(___gg) -> bodhi(_gy__) -> dolly(ggggg)
donor,4,salet(_____) -> courd(_g_yy) -> wordy(_gyy_) -> donor(ggggg)
donut,4,salet(____g) -> groin(__y_y) -> count(_gyyg) -> donut(ggggg)
dopey,4,salet(___g_) -> rownd(_g__y) -> modem(_gyg_) -> dopey(ggggg)
doubt,3,salet(____g) -> groin(__y__) -> doubt(ggggg)
dough,3,salet(_____) -> courd(_gg_y) -> dough(ggggg)
dowdy,3,salet(_____) -> courd(_g__y) -> dowdy(ggggg)
dowel,4,salet(__yg_) -> bevor(_y_y_) -> olden(yyyg_) -> dowel(ggggg)
downy,4,salet(_____) -> courd(_g__y) -> dowdy(ggg_g) -> downy(ggggg)
dowry,3,salet(_____) -> courd(_g_gy) -> dowry(ggggg)
dozen,3,salet(___g_) -> rownd(_g_yy) -> dozen(ggggg)
draft,3,salet(_y__g) -> courd(___yy) -> draft(ggggg)
drain,4,salet(_y___) -> brond(_g_yy) -> drawn(ggg_g) -> drain(ggggg)
drake,3,salet(_y_y_) -> beard(_ygyy) -> drake(ggggg)
drama,3,salet(_y___) -> brond(_g__y) -> drama(ggggg)
drank,3,salet(_y___) -> brond(_g_gy) -> drank(ggggg)
drape,4,salet(_y_y_) -> beard(_ygyy) -> drake(ggg_g) -> drape(ggggg)
drawl,3,salet(_yy__) -> corni(__y__) -> drawl(ggggg)
drawn,3,salet(_y___) -> brond(_g_yy) -> drawn(ggggg)
dread,3,salet(_y_y_) -> beard(_yyyg) -> dread(ggggg)
dream,3,salet(_y_y_) -> beard(_yyyy) -> dream(ggggg)
dress,4,salet(y__y_) -> rhone(y___y) -> douce(g___y) -> dress(ggggg)
dried,5,salet(___g_) -> rownd(y___g) -> calif(___y_) -> pried(_gggg) -> dried(ggggg)
drier,3,salet(___g_) -> rownd(y___y) -> drier(ggggg)
drift,3,salet(____g) -> groin(_g_y_) -> drift(ggggg)
drill,4,salet(__y__) -> courd(___yy) -> dryly(gg_g_) -> drill(ggggg)
drink,3,salet(_____) -> courd(___yy) -> drink(ggggg)
drive,3,salet(___y_) -> drone(gg__g) -> drive(ggggg)
droit,3,salet(____g) -> groin(_ggg_) -> droit(ggggg)
droll,4,salet(__y__) -> courd(_y_yy) -> drool(ggg_g) -> droll(ggggg)
drone,2,salet(___y_) -> drone(ggggg)
drool,3,salet(__y__) -> courd(_y_yy) -> drool(ggggg)
droop,3,salet(_____) -> courd(_y_yy) -> droop(ggggg)
dross,3,salet(y____) -> mucho(____y) -> dross(ggggg)
drove,3,salet(___y_) -> drone(ggg_g) -> drove(ggggg)
drown,4,salet(_____) -> courd(_y_yy) -> droop(ggg__) -> drown(ggggg)
druid,3,salet(_____) -> courd(__gyg) -> druid(ggggg)
drunk,3,salet(_____) -> courd(__gyy) -> drunk(ggggg)
dryer,4,salet(___g_) -> rownd(y___y) -> drier(gg_gg) -> dryer(ggggg)
dryly,3,salet(__y__) -> courd(___yy) -> dryly(ggggg)
duchy,3,salet(_____) -> courd(y_y_y) -> duchy(ggggg)
dully,3,salet(__g__) -> fugly(_g_gg) -> dully(ggggg)
dummy,4,salet(_____) -> courd(__y_y) -> dumpy(ggg_g) -> dummy(ggggg)
dumpy,3,salet(_____) -> courd(__y_y) -> dumpy(ggggg)
dunce,3,salet(___y_) -> drone(g__yg) -> dunce(ggggg)
dusky,4,salet(y____) -> mucho(_g___) -> fussy(_gg_g) -> dusky(ggggg)
dusty,3,salet(y___y) -> gurdy(_g_yg) -> dusty(ggggg)
dutch,4,salet(____y) -> north(___yg) -> hiked(y___y) -> dutch(ggggg)
duvet,4,salet(___gg) -> cerne(_y___) -> quiet(_g_gg) -> duvet(ggggg)
dwarf,4,salet(_y___) -> brond(_y__y) -> diary(g_gg_) -> dwarf(ggggg)
dwell,3,salet(__yy_) -> doing(g____) -> dwell(ggggg)
dwelt,3,salet(__yyg) -> douce(g___y) -> dwelt(ggggg)
dying,4,salet(_____) -> courd(____y) -> giddy(yyy_y) -> dying(ggggg)
eager,4,salet(_g_g_) -> gormy(y_y__) -> wager(_gggg) -> eager(ggggg)
eagle,3,salet(_gyy_) -> crepe(__y_g) -> eagle(ggggg)
early,3,salet(_gyy_) -> crepe(_yy__) -> early(ggggg)
earth,3,salet(_g_yy) -> haute(yg_gy) -> earth(ggggg)
easel,2,salet(ygyg_) -> easel(ggggg)
eaten,3,salet(_g_gy) -> terek(yy_g_) -> eaten(ggggg)
eater,3,salet(_g_gy) -> terek(yyyg_) -> eater(ggggg)
ebony,3,salet(___y_) -> drone(__ggy) -> ebony(ggggg)
eclat,2,salet(_ygyg) -> eclat(ggggg)
edict,4,salet(___yg) -> runic(___yy) -> evict(g_ggg) -> edict(ggggg)
edify,3,salet(___y_) -> drone(y___y) -> edify(ggggg)
eerie,4,salet(___y_) -> drone(_y__g) -> rieve(yyy_g) -> eerie(ggggg)
egret,3,salet(___gg) -> cerne(_yg_y) -> egret(ggggg)
eight,3,salet(___yg) -> runic(___y_) -> eight(ggggg)
eject,3,salet(___yg) -> runic(____y) -> eject(ggggg)
eking,4,salet(___y_) -> drone(___gy) -> penny(_y_g_) -> eking(ggggg)
elate,3,salet(_yyyy) -> perms(_y___) -> elate(ggggg)
elbow,3,salet(__yy_) -> doing(_y___) -> elbow(ggggg)
elder,4,salet(__yg_) -> bevor(_y__g) -> fixed(___gy) -> elder(ggggg)
elect,3,salet(__yyg) -> douce(___gy) -> elect(ggggg)
elegy,4,salet(__yy_) -> doing(____y) -> leggy(yy_gg) -> elegy(ggggg)
elfin,3,salet(__yy_) -> doing(__yy_) -> elfin(ggggg)
elide,3,salet(__yy_) -> doing(y_g__) -> elide(ggggg)
elite,3,salet(__yyy) -> title(yy_yg) -> elite(ggggg)
elope,4,salet(__yy_) -> doing(_y___) -> elbow(gg_y_) -> elope(ggggg)
elude,3,salet(__yy_) -> doing(y____) -> elude(ggggg)
email,3,salet(_yyy_) -> gnarl(__g_g) -> email(ggggg)
embed,3,salet(___g_) -> rownd(____g) -> embed(ggggg)
ember,4,salet(___g_) -> rownd(y____) -> pubic(__g__) -> ember(ggggg)
emcee,4,salet(___g_) -> rownd(_____) -> cheek(y_yg_) -> emcee(ggggg)
empty,4,salet(___yy) -> trite(___gy) -> depth(_ygg_) -> empty(ggggg)
enact,3,salet(_y_yg) -> recap(_yyy_) -> enact(ggggg)
endow,3,salet(___y_) -> drone(y_yyy) -> endow(ggggg)
enema,4,salet(_y_y_) -> beard(_yy__) -> hyena(__gyg) -> enema(ggggg)
enemy,4,salet(___y_) -> drone(___yy) -> begun(_y__y) -> enemy(ggggg)
enjoy,3,salet(___y_) -> drone(__yyy) -> enjoy(ggggg)
ennui,4,salet(___y_) -> drone(___yy) -> begun(_y_gy) -> ennui(ggggg)
ensue,4,salet(y__y_) -> rhone(___yg) -> dense(_yyyg) -> ensue(ggggg)
enter,4,salet(___gy) -> mohur(____g) -> inter(_gggg) -> enter(ggggg)
entry,4,salet(___yy) -> trite(yy__y) -> retro(_ygg_) -> entry(ggggg)
envoy,4,salet(___y_) -> drone(__yyy) -> enjoy(gg_gg) -> envoy(ggggg)
epoch,3,salet(___y_) -> drone(__g_y) -> epoch(ggggg)
epoxy,4,salet(___y_) -> drone(__g_y) -> epoch(ggg__) -> epoxy(ggggg)
equal,4,salet(_yyy_) -> gnarl(__y_g) -> medal(_y_gg) -> equal(ggggg)
equip,4,salet(___y_) -> drone(____y) -> beefy(_y___) -> equip(ggggg)
erase,3,salet(yy_y_) -> auric(y_y__) -> erase(ggggg)
erect,4,salet(___yg) -> runic(y___y) -> crept(ygg_g) -> erect(ggggg)
erode,3,salet(___y_) -> drone(ygg_g) -> erode(ggggg)
error,3,salet(___y_) -> drone(_gy_y) -> error(ggggg)
erupt,3,salet(___yg) -> runic(yy___) -> erupt(ggggg)
essay,4,salet(yy_y_) -> auric(y____) -> phase(__yyy) -> essay(ggggg)
ester,2,salet(y__gy) -> ester(ggggg)
ether,3,salet(___gy) -> mohur(__g_g) -> ether(ggggg)
ethic,3,salet(___yy) -> trite(y_y_y) -> ethic(ggggg)
ethos,3,salet(y__yy) -> troth(y_y_y) -> ethos(ggggg)
etude,3,salet(___yy) -> trite(y___g) -> etude(ggggg)
evade,4,salet(_y_y_) -> beard(_yg_y) -> adage(_yg_g) -> evade(ggggg)
event,3,salet(___yg) -> runic(__y__) -> event(ggggg)
every,4,salet(___y_) -> drone(_y__y) -> murry(___gg) -> every(ggggg)
evict,3,salet(___yg) -> runic(___yy) -> evict(ggggg)
evoke,4,salet(___y_) -> drone(__g_g) -> stick(____y) -> evoke(ggggg)
exact,4,salet(_y_yg) -> recap(_yyy_) -> enact(g_ggg) -> exact(ggggg)
exalt,3,salet(_yyyg) -> recap(_y_y_) -> exalt(ggggg)
excel,4,salet(__yg_) -> bevor(_y___) -> chink(y____) -> excel(ggggg)
exert,4,salet(___yg) -> runic(y____) -> overt(__ggg) -> exert(ggggg)
exile,4,salet(__yy_) -> doing(__g__) -> while(__ggg) -> exile(ggggg)
exist,3,salet(y__yg) -> quich(__g__) -> exist(ggggg)
expel,4,salet(__yg_) -> bevor(_y___) -> chink(_____) -> expel(ggggg)
extol,3,salet(__yyy) -> title(__gyy) -> extol(ggggg)
extra,3,salet(_y_yy) -> grate(_yyyy) -> extra(ggggg)
exult,3,salet(__yyg) -> douce(__g_y) -> exult(ggggg)
eying,4,salet(___y_) -> drone(___gy) -> penny(_y_gy) -> eying(ggggg)
fable,3,salet(_gyy_) -> crepe(____g) -> fable(ggggg)
facet,2,salet(_g_gg) -> facet(ggggg)
faint,4,salet(_g__g) -> thing(y_gg_) -> paint(_gggg) -> faint(ggggg)
fairy,4,salet(_g___) -> corny(__y_g) -> fraud(gyy__) -> fairy(ggggg)
faith,4,salet(_g__y) -> pubco(_____) -> turnt(y____) -> faith(ggggg)
false,2,salet(yggy_) -> false(ggggg)
fancy,3,salet(_g___) -> corny(y__yg) -> fancy(ggggg)
fanny,3,salet(_g___) -> corny(___gg) -> fanny(ggggg)
farce,3,salet(_g_y_) -> crumb(yy___) -> farce(ggggg)
fatal,3,salet(_gy_y) -> natal(_gggg) -> fatal(ggggg)
fatty,4,salet(_g__y) -> pubco(_____) -> turnt(y___y) -> fatty(ggggg)
fault,3,salet(_gy_g) -> vault(_gggg) -> fault(ggggg)
fauna,3,salet(_g___) -> corny(___g_) -> fauna(ggggg)
favor,4,salet(_g___) -> corny(_yy__) -> vezir(y___g) -> favor(ggggg)
feast,3,salet(yy_yg) -> boyar(___y_) -> feast(ggggg)
fecal,4,salet(_yyy_) -> gnarl(__y_g) -> medal(_g_gg) -> fecal(ggggg)
feign,4,salet(___y_) -> drone(___yy) -> begun(_gy_g) -> feign(ggggg)
fella,3,salet(_ygy_) -> relay(_ggy_) -> fella(ggggg)
felon,3,salet(__gy_) -> himbo(____y) -> felon(ggggg)
femme,4,salet(___y_) -> drone(____g) -> coqui(_____) -> femme(ggggg)
femur,4,salet(___y_) -> drone(_y__y) -> murry(yyy__) -> femur(ggggg)
fence,4,salet(___y_) -> drone(___yg) -> pinch(__gg_) -> fence(ggggg)
feral,3,salet(_yyy_) -> gnarl(__yyg) -> feral(ggggg)
ferry,5,salet(___y_) -> drone(_y__y) -> murry(__ggg) -> berry(_gggg) -> ferry(ggggg)
fetal,3,salet(_yyyy) -> perms(_g___) -> fetal(ggggg)
fetch,3,salet(___yy) -> trite(y___y) -> fetch(ggggg)
fetid,4,salet(___yy) -> trite(y_y_y) -> ethic(yy_g_) -> fetid(ggggg)
fetus,3,salet(y__yy) -> troth(y____) -> fetus(ggggg)
